"","Nimba","RiverCess","RiverGee","Sinoe","Bomi","Bong","Gbarpolu","GrandCapeMount","GrandBassa","GrandGedeh","GrandKru","Lofa","Margibi","Maryland","Montserrado","Boffa","Boke","Fria","Conakry","Dabola","Dinguiraye","Faranah","Kissidougou","Kankan","Kerouane","Kouroussa","Siguiri","Coyah","Dubreka","Forecariah","Kindia","Telimele","Mali","Tougue","Dalaba","Pita","Beyla","Gueckedou","Lola","Macenta","Nzerekore","Yamou","Kailahun","Kenema","Kono","Bombali","Kambia","Koinadugu","PortLoko","Tonkolili","Bo","Bonthe","Moyamba","Pujehun","WesternRural","WesternUrban"
"GrandKru",-0.282196134081,-0.935163584102,-0.215263406118,-0.173806458142,-0.211763248152,-0.226213618859,0.232448692544,0.592840291171,-1.15279645405,0.49115546862,0,0.268600226134,-1.32957614253,-1.02664599404,-1.30198674078,-0.18026904315,-0.156521354757,-0.127567281223,0.868719088972,-0.446613158756,-2.26670564447,-0.446543240419,-0.5464895795,-0.833232456884,-0.786614635689,-0.953924787941,-1.85296628529,0.927979003952,0.478528733535,1.34880188175,1.33722504671,-0.0672964067868,-1.84546168985,-1.93410630571,0.686714000953,0.862500105337,-1.09052601412,-0.414273727308,-0.0210090623755,0.120056306508,0.365362165911,0.544293514731,0.0228903646744,0.354231788522,-0.519080417067,0.803994335754,1.48679149827,0.163965178358,1.35914975806,-0.141437726969,0.554407759577,1.23819778509,0.943389276182,1.03264841401,2.23145923257,2.64087394812
"Lofa",-0.282196134081,-0.935163584102,-0.215263406118,-0.173806458142,-0.211763248152,-0.226213618859,0.232448692544,0.592840291171,-1.15279645405,0.49115546862,-0.471173266898,0,-1.32957614253,-1.02664599404,-1.30198674078,-0.18026904315,-0.156521354757,-0.127567281223,0.868719088972,-0.446613158756,-2.26670564447,-0.446543240419,-0.5464895795,-0.833232456884,-0.786614635689,-0.953924787941,-1.85296628529,0.927979003952,0.478528733535,1.34880188175,1.33722504671,-0.0672964067868,-1.84546168985,-1.93410630571,0.686714000953,0.862500105337,-1.09052601412,-0.414273727308,-0.0210090623755,0.120056306508,0.365362165911,0.544293514731,0.0228903646744,0.354231788522,-0.519080417067,0.803994335754,1.48679149827,0.163965178358,1.35914975806,-0.141437726969,0.554407759577,1.23819778509,0.943389276182,1.03264841401,2.23145923257,2.64087394812
"Margibi",-0.282196134081,-0.935163584102,-0.215263406118,-0.173806458142,-0.211763248152,-0.226213618859,0.232448692544,0.592840291171,-1.15279645405,0.49115546862,-0.471173266898,0.268600226134,0,-1.02664599404,-1.30198674078,-0.18026904315,-0.156521354757,-0.127567281223,0.868719088972,-0.446613158756,-2.26670564447,-0.446543240419,-0.5464895795,-0.833232456884,-0.786614635689,-0.953924787941,-1.85296628529,0.927979003952,0.478528733535,1.34880188175,1.33722504671,-0.0672964067868,-1.84546168985,-1.93410630571,0.686714000953,0.862500105337,-1.09052601412,-0.414273727308,-0.0210090623755,0.120056306508,0.365362165911,0.544293514731,0.0228903646744,0.354231788522,-0.519080417067,0.803994335754,1.48679149827,0.163965178358,1.35914975806,-0.141437726969,0.554407759577,1.23819778509,0.943389276182,1.03264841401,2.23145923257,2.64087394812
"Maryland",-0.282196134081,-0.935163584102,-0.215263406118,-0.173806458142,-0.211763248152,-0.226213618859,0.232448692544,0.592840291171,-1.15279645405,0.49115546862,-0.471173266898,0.268600226134,-1.32957614253,0,-1.30198674078,-0.18026904315,-0.156521354757,-0.127567281223,0.868719088972,-0.446613158756,-2.26670564447,-0.446543240419,-0.5464895795,-0.833232456884,-0.786614635689,-0.953924787941,-1.85296628529,0.927979003952,0.478528733535,1.34880188175,1.33722504671,-0.0672964067868,-1.84546168985,-1.93410630571,0.686714000953,0.862500105337,-1.09052601412,-0.414273727308,-0.0210090623755,0.120056306508,0.365362165911,0.544293514731,0.0228903646744,0.354231788522,-0.519080417067,0.803994335754,1.48679149827,0.163965178358,1.35914975806,-0.141437726969,0.554407759577,1.23819778509,0.943389276182,1.03264841401,2.23145923257,2.64087394812
"Montserrado",-0.282196134081,-0.935163584102,-0.215263406118,-0.173806458142,-0.211763248152,-0.226213618859,0.232448692544,0.592840291171,-1.15279645405,0.49115546862,-0.471173266898,0.268600226134,-1.32957614253,-1.02664599404,0,-0.18026904315,-0.156521354757,-0.127567281223,0.868719088972,-0.446613158756,-2.26670564447,-0.446543240419,-0.5464895795,-0.833232456884,-0.786614635689,-0.953924787941,-1.85296628529,0.927979003952,0.478528733535,1.34880188175,1.33722504671,-0.0672964067868,-1.84546168985,-1.93410630571,0.686714000953,0.862500105337,-1.09052601412,-0.414273727308,-0.0210090623755,0.120056306508,0.365362165911,0.544293514731,0.0228903646744,0.354231788522,-0.519080417067,0.803994335754,1.48679149827,0.163965178358,1.35914975806,-0.141437726969,0.554407759577,1.23819778509,0.943389276182,1.03264841401,2.23145923257,2.64087394812
"Boffa",-0.282196134081,-0.935163584102,-0.215263406118,-0.173806458142,-0.211763248152,-0.226213618859,0.232448692544,0.592840291171,-1.15279645405,0.49115546862,-0.471173266898,0.268600226134,-1.32957614253,-1.02664599404,-1.30198674078,0,-0.156521354757,-0.127567281223,0.868719088972,-0.446613158756,-2.26670564447,-0.446543240419,-0.5464895795,-0.833232456884,-0.786614635689,-0.953924787941,-1.85296628529,0.927979003952,0.478528733535,1.34880188175,1.33722504671,-0.0672964067868,-1.84546168985,-1.93410630571,0.686714000953,0.862500105337,-1.09052601412,-0.414273727308,-0.0210090623755,0.120056306508,0.365362165911,0.544293514731,0.0228903646744,0.354231788522,-0.519080417067,0.803994335754,1.48679149827,0.163965178358,1.35914975806,-0.141437726969,0.554407759577,1.23819778509,0.943389276182,1.03264841401,2.23145923257,2.64087394812
"Boke",-0.282196134081,-0.935163584102,-0.215263406118,-0.173806458142,-0.211763248152,-0.226213618859,0.232448692544,0.592840291171,-1.15279645405,0.49115546862,-0.471173266898,0.268600226134,-1.32957614253,-1.02664599404,-1.30198674078,-0.18026904315,0,-0.127567281223,0.868719088972,-0.446613158756,-2.26670564447,-0.446543240419,-0.5464895795,-0.833232456884,-0.786614635689,-0.953924787941,-1.85296628529,0.927979003952,0.478528733535,1.34880188175,1.33722504671,-0.0672964067868,-1.84546168985,-1.93410630571,0.686714000953,0.862500105337,-1.09052601412,-0.414273727308,-0.0210090623755,0.120056306508,0.365362165911,0.544293514731,0.0228903646744,0.354231788522,-0.519080417067,0.803994335754,1.48679149827,0.163965178358,1.35914975806,-0.141437726969,0.554407759577,1.23819778509,0.943389276182,1.03264841401,2.23145923257,2.64087394812
"Fria",-0.282196134081,-0.935163584102,-0.215263406118,-0.173806458142,-0.211763248152,-0.226213618859,0.232448692544,0.592840291171,-1.15279645405,0.49115546862,-0.471173266898,0.268600226134,-1.32957614253,-1.02664599404,-1.30198674078,-0.18026904315,-0.156521354757,0,0.868719088972,-0.446613158756,-2.26670564447,-0.446543240419,-0.5464895795,-0.833232456884,-0.786614635689,-0.953924787941,-1.85296628529,0.927979003952,0.478528733535,1.34880188175,1.33722504671,-0.0672964067868,-1.84546168985,-1.93410630571,0.686714000953,0.862500105337,-1.09052601412,-0.414273727308,-0.0210090623755,0.120056306508,0.365362165911,0.544293514731,0.0228903646744,0.354231788522,-0.519080417067,0.803994335754,1.48679149827,0.163965178358,1.35914975806,-0.141437726969,0.554407759577,1.23819778509,0.943389276182,1.03264841401,2.23145923257,2.64087394812
"Conakry",-0.282196134081,-0.935163584102,-0.215263406118,-0.173806458142,-0.211763248152,-0.226213618859,0.232448692544,0.592840291171,-1.15279645405,0.49115546862,-0.471173266898,0.268600226134,-1.32957614253,-1.02664599404,-1.30198674078,-0.18026904315,-0.156521354757,-0.127567281223,0,-0.446613158756,-2.26670564447,-0.446543240419,-0.5464895795,-0.833232456884,-0.786614635689,-0.953924787941,-1.85296628529,0.927979003952,0.478528733535,1.34880188175,1.33722504671,-0.0672964067868,-1.84546168985,-1.93410630571,0.686714000953,0.862500105337,-1.09052601412,-0.414273727308,-0.0210090623755,0.120056306508,0.365362165911,0.544293514731,0.0228903646744,0.354231788522,-0.519080417067,0.803994335754,1.48679149827,0.163965178358,1.35914975806,-0.141437726969,0.554407759577,1.23819778509,0.943389276182,1.03264841401,2.23145923257,2.64087394812
"Dabola",-0.282196134081,-0.935163584102,-0.215263406118,-0.173806458142,-0.211763248152,-0.226213618859,0.232448692544,0.592840291171,-1.15279645405,0.49115546862,-0.471173266898,0.268600226134,-1.32957614253,-1.02664599404,-1.30198674078,-0.18026904315,-0.156521354757,-0.127567281223,0.868719088972,0,-2.26670564447,-0.446543240419,-0.5464895795,-0.833232456884,-0.786614635689,-0.953924787941,-1.85296628529,0.927979003952,0.478528733535,1.34880188175,1.33722504671,-0.0672964067868,-1.84546168985,-1.93410630571,0.686714000953,0.862500105337,-1.09052601412,-0.414273727308,-0.0210090623755,0.120056306508,0.365362165911,0.544293514731,0.0228903646744,0.354231788522,-0.519080417067,0.803994335754,1.48679149827,0.163965178358,1.35914975806,-0.141437726969,0.554407759577,1.23819778509,0.943389276182,1.03264841401,2.23145923257,2.64087394812
"Dinguiraye",-0.282196134081,-0.935163584102,-0.215263406118,-0.173806458142,-0.211763248152,-0.226213618859,0.232448692544,0.592840291171,-1.15279645405,0.49115546862,-0.471173266898,0.268600226134,-1.32957614253,-1.02664599404,-1.30198674078,-0.18026904315,-0.156521354757,-0.127567281223,0.868719088972,-0.446613158756,0,-0.446543240419,-0.5464895795,-0.833232456884,-0.786614635689,-0.953924787941,-1.85296628529,0.927979003952,0.478528733535,1.34880188175,1.33722504671,-0.0672964067868,-1.84546168985,-1.93410630571,0.686714000953,0.862500105337,-1.09052601412,-0.414273727308,-0.0210090623755,0.120056306508,0.365362165911,0.544293514731,0.0228903646744,0.354231788522,-0.519080417067,0.803994335754,1.48679149827,0.163965178358,1.35914975806,-0.141437726969,0.554407759577,1.23819778509,0.943389276182,1.03264841401,2.23145923257,2.64087394812
"Faranah",-0.282196134081,-0.935163584102,-0.215263406118,-0.173806458142,-0.211763248152,-0.226213618859,0.232448692544,0.592840291171,-1.15279645405,0.49115546862,-0.471173266898,0.268600226134,-1.32957614253,-1.02664599404,-1.30198674078,-0.18026904315,-0.156521354757,-0.127567281223,0.868719088972,-0.446613158756,-2.26670564447,0,-0.5464895795,-0.833232456884,-0.786614635689,-0.953924787941,-1.85296628529,0.927979003952,0.478528733535,1.34880188175,1.33722504671,-0.0672964067868,-1.84546168985,-1.93410630571,0.686714000953,0.862500105337,-1.09052601412,-0.414273727308,-0.0210090623755,0.120056306508,0.365362165911,0.544293514731,0.0228903646744,0.354231788522,-0.519080417067,0.803994335754,1.48679149827,0.163965178358,1.35914975806,-0.141437726969,0.554407759577,1.23819778509,0.943389276182,1.03264841401,2.23145923257,2.64087394812
"Kissidougou",-0.282196134081,-0.935163584102,-0.215263406118,-0.173806458142,-0.211763248152,-0.226213618859,0.232448692544,0.592840291171,-1.15279645405,0.49115546862,-0.471173266898,0.268600226134,-1.32957614253,-1.02664599404,-1.30198674078,-0.18026904315,-0.156521354757,-0.127567281223,0.868719088972,-0.446613158756,-2.26670564447,-0.446543240419,0,-0.833232456884,-0.786614635689,-0.953924787941,-1.85296628529,0.927979003952,0.478528733535,1.34880188175,1.33722504671,-0.0672964067868,-1.84546168985,-1.93410630571,0.686714000953,0.862500105337,-1.09052601412,-0.414273727308,-0.0210090623755,0.120056306508,0.365362165911,0.544293514731,0.0228903646744,0.354231788522,-0.519080417067,0.803994335754,1.48679149827,0.163965178358,1.35914975806,-0.141437726969,0.554407759577,1.23819778509,0.943389276182,1.03264841401,2.23145923257,2.64087394812
"Kankan",-0.282196134081,-0.935163584102,-0.215263406118,-0.173806458142,-0.211763248152,-0.226213618859,0.232448692544,0.592840291171,-1.15279645405,0.49115546862,-0.471173266898,0.268600226134,-1.32957614253,-1.02664599404,-1.30198674078,-0.18026904315,-0.156521354757,-0.127567281223,0.868719088972,-0.446613158756,-2.26670564447,-0.446543240419,-0.5464895795,0,-0.786614635689,-0.953924787941,-1.85296628529,0.927979003952,0.478528733535,1.34880188175,1.33722504671,-0.0672964067868,-1.84546168985,-1.93410630571,0.686714000953,0.862500105337,-1.09052601412,-0.414273727308,-0.0210090623755,0.120056306508,0.365362165911,0.544293514731,0.0228903646744,0.354231788522,-0.519080417067,0.803994335754,1.48679149827,0.163965178358,1.35914975806,-0.141437726969,0.554407759577,1.23819778509,0.943389276182,1.03264841401,2.23145923257,2.64087394812
"Kerouane",-0.282196134081,-0.935163584102,-0.215263406118,-0.173806458142,-0.211763248152,-0.226213618859,0.232448692544,0.592840291171,-1.15279645405,0.49115546862,-0.471173266898,0.268600226134,-1.32957614253,-1.02664599404,-1.30198674078,-0.18026904315,-0.156521354757,-0.127567281223,0.868719088972,-0.446613158756,-2.26670564447,-0.446543240419,-0.5464895795,-0.833232456884,0,-0.953924787941,-1.85296628529,0.927979003952,0.478528733535,1.34880188175,1.33722504671,-0.0672964067868,-1.84546168985,-1.93410630571,0.686714000953,0.862500105337,-1.09052601412,-0.414273727308,-0.0210090623755,0.120056306508,0.365362165911,0.544293514731,0.0228903646744,0.354231788522,-0.519080417067,0.803994335754,1.48679149827,0.163965178358,1.35914975806,-0.141437726969,0.554407759577,1.23819778509,0.943389276182,1.03264841401,2.23145923257,2.64087394812
"Kouroussa",-0.282196134081,-0.935163584102,-0.215263406118,-0.173806458142,-0.211763248152,-0.226213618859,0.232448692544,0.592840291171,-1.15279645405,0.49115546862,-0.471173266898,0.268600226134,-1.32957614253,-1.02664599404,-1.30198674078,-0.18026904315,-0.156521354757,-0.127567281223,0.868719088972,-0.446613158756,-2.26670564447,-0.446543240419,-0.5464895795,-0.833232456884,-0.786614635689,0,-1.85296628529,0.927979003952,0.478528733535,1.34880188175,1.33722504671,-0.0672964067868,-1.84546168985,-1.93410630571,0.686714000953,0.862500105337,-1.09052601412,-0.414273727308,-0.0210090623755,0.120056306508,0.365362165911,0.544293514731,0.0228903646744,0.354231788522,-0.519080417067,0.803994335754,1.48679149827,0.163965178358,1.35914975806,-0.141437726969,0.554407759577,1.23819778509,0.943389276182,1.03264841401,2.23145923257,2.64087394812
"Siguiri",-0.282196134081,-0.935163584102,-0.215263406118,-0.173806458142,-0.211763248152,-0.226213618859,0.232448692544,0.592840291171,-1.15279645405,0.49115546862,-0.471173266898,0.268600226134,-1.32957614253,-1.02664599404,-1.30198674078,-0.18026904315,-0.156521354757,-0.127567281223,0.868719088972,-0.446613158756,-2.26670564447,-0.446543240419,-0.5464895795,-0.833232456884,-0.786614635689,-0.953924787941,0,0.927979003952,0.478528733535,1.34880188175,1.33722504671,-0.0672964067868,-1.84546168985,-1.93410630571,0.686714000953,0.862500105337,-1.09052601412,-0.414273727308,-0.0210090623755,0.120056306508,0.365362165911,0.544293514731,0.0228903646744,0.354231788522,-0.519080417067,0.803994335754,1.48679149827,0.163965178358,1.35914975806,-0.141437726969,0.554407759577,1.23819778509,0.943389276182,1.03264841401,2.23145923257,2.64087394812
"Coyah",-0.282196134081,-0.935163584102,-0.215263406118,-0.173806458142,-0.211763248152,-0.226213618859,0.232448692544,0.592840291171,-1.15279645405,0.49115546862,-0.471173266898,0.268600226134,-1.32957614253,-1.02664599404,-1.30198674078,-0.18026904315,-0.156521354757,-0.127567281223,0.868719088972,-0.446613158756,-2.26670564447,-0.446543240419,-0.5464895795,-0.833232456884,-0.786614635689,-0.953924787941,-1.85296628529,0,0.478528733535,1.34880188175,1.33722504671,-0.0672964067868,-1.84546168985,-1.93410630571,0.686714000953,0.862500105337,-1.09052601412,-0.414273727308,-0.0210090623755,0.120056306508,0.365362165911,0.544293514731,0.0228903646744,0.354231788522,-0.519080417067,0.803994335754,1.48679149827,0.163965178358,1.35914975806,-0.141437726969,0.554407759577,1.23819778509,0.943389276182,1.03264841401,2.23145923257,2.64087394812
"Dubreka",-0.282196134081,-0.935163584102,-0.215263406118,-0.173806458142,-0.211763248152,-0.226213618859,0.232448692544,0.592840291171,-1.15279645405,0.49115546862,-0.471173266898,0.268600226134,-1.32957614253,-1.02664599404,-1.30198674078,-0.18026904315,-0.156521354757,-0.127567281223,0.868719088972,-0.446613158756,-2.26670564447,-0.446543240419,-0.5464895795,-0.833232456884,-0.786614635689,-0.953924787941,-1.85296628529,0.927979003952,0,1.34880188175,1.33722504671,-0.0672964067868,-1.84546168985,-1.93410630571,0.686714000953,0.862500105337,-1.09052601412,-0.414273727308,-0.0210090623755,0.120056306508,0.365362165911,0.544293514731,0.0228903646744,0.354231788522,-0.519080417067,0.803994335754,1.48679149827,0.163965178358,1.35914975806,-0.141437726969,0.554407759577,1.23819778509,0.943389276182,1.03264841401,2.23145923257,2.64087394812
"Forecariah",-0.282196134081,-0.935163584102,-0.215263406118,-0.173806458142,-0.211763248152,-0.226213618859,0.232448692544,0.592840291171,-1.15279645405,0.49115546862,-0.471173266898,0.268600226134,-1.32957614253,-1.02664599404,-1.30198674078,-0.18026904315,-0.156521354757,-0.127567281223,0.868719088972,-0.446613158756,-2.26670564447,-0.446543240419,-0.5464895795,-0.833232456884,-0.786614635689,-0.953924787941,-1.85296628529,0.927979003952,0.478528733535,0,1.33722504671,-0.0672964067868,-1.84546168985,-1.93410630571,0.686714000953,0.862500105337,-1.09052601412,-0.414273727308,-0.0210090623755,0.120056306508,0.365362165911,0.544293514731,0.0228903646744,0.354231788522,-0.519080417067,0.803994335754,1.48679149827,0.163965178358,1.35914975806,-0.141437726969,0.554407759577,1.23819778509,0.943389276182,1.03264841401,2.23145923257,2.64087394812
"Kindia",-0.282196134081,-0.935163584102,-0.215263406118,-0.173806458142,-0.211763248152,-0.226213618859,0.232448692544,0.592840291171,-1.15279645405,0.49115546862,-0.471173266898,0.268600226134,-1.32957614253,-1.02664599404,-1.30198674078,-0.18026904315,-0.156521354757,-0.127567281223,0.868719088972,-0.446613158756,-2.26670564447,-0.446543240419,-0.5464895795,-0.833232456884,-0.786614635689,-0.953924787941,-1.85296628529,0.927979003952,0.478528733535,1.34880188175,0,-0.0672964067868,-1.84546168985,-1.93410630571,0.686714000953,0.862500105337,-1.09052601412,-0.414273727308,-0.0210090623755,0.120056306508,0.365362165911,0.544293514731,0.0228903646744,0.354231788522,-0.519080417067,0.803994335754,1.48679149827,0.163965178358,1.35914975806,-0.141437726969,0.554407759577,1.23819778509,0.943389276182,1.03264841401,2.23145923257,2.64087394812
